Race,Lap,Position,Overtaker,Overtakee,Live,Turn
France,58,11,Salo,Trulli,,
France,70,5,Villeneuve,R.Schumacher,Yes,Chicane
France,71,4,Villeneuve,Coulthard,Yes,Adelaide
France,71,5,R.Schumacher,Villeneuve,Yes,Adelaide
Great Britain,5,9,Fisichella,Wurz,Yes,Stowe
Great Britain,6,16,Barrichello,Salo,,
Great Britain,8,17,Fontana,Salo,,
Great Britain,11,8,Fisichella,Alesi,,
Great Britain,18,18,Magnussen,Verstappen,,
Great Britain,18,19,Barrichello,Verstappen,,
Great Britain,19,15,Hill,Marques,Replay,Stowe
Great Britain,23,14,Magnussen,Marques,,
Great Britain,23,15,Trulli,Marques,,
Great Britain,23,16,Fontana,Marques,,
Great Britain,24,17,Barrichello,Marques,,
Great Britain,28,2,Hakkinen,Coulthard,Yes,Vale
Great Britain,29,10,Nakano,Fisichella,,
Great Britain,53,6,Nakano,Fisichella,,
Germany,2,9,R.Schumacher,Herbert,,
Germany,2,15,Nakano,Salo,,
Germany,4,8,R.Schumacher,Barrichello,Background,Senna
Germany,4,12,Diniz,Magnussen,,
Germany,8,10,Hill,Herbert,Yes,Mobil 1
Germany,13,14,Hill,Verstappen,,
Germany,17,15,Katayama,Verstappen,,
Germany,19,3,Berger,Hakkinen,Yes,Ostkurve
Germany,20,11,Fontana,Salo,,
Germany,20,13,Magnussen,Hill,,
Germany,21,12,Magnussen,Salo,,
Germany,21,13,Hill,Salo,,
Germany,23,11,Magnussen,Fontana,,
Germany,23,12,Hill,Fontana,,
Germany,28,12,Fontana,Salo,,
Germany,35,1,Berger,Fisichella,Replay,Senna
Hungary,7,3,Hakkinen,Irvine,,
Hungary,7,4,Villeneuve,Irvine,Yes,2
Hungary,7,5,Frentzen,Irvine,,
Hungary,11,1,Hill,M.Schumacher,Yes,1
Hungary,12,19,Irvine,Diniz,,
Hungary,13,17,Irvine,Marques,,
Hungary,14,2,Villeneuve,M.Schumacher,Yes,1
Hungary,14,16,Irvine,Salo,,
Hungary,15,15,Irvine,Katayama,,
Hungary,18,13,Irvine,Berger,,
Hungary,22,6,Trulli,Alesi,,
Hungary,22,7,Barrichello,Alesi,,
Hungary,22,8,Fisichella,Alesi,,
Hungary,23,9,R.Schumacher,Alesi,Yes,1
Hungary,24,17,Katayama,Salo,,
Hungary,30,15,Berger,Salo,,
Hungary,33,8,Nakano,Trulli,,
Hungary,37,12,Diniz,Verstappen,Yes,1
Hungary,37,13,Katayama,Verstappen,Yes,2
Hungary,38,14,Berger,Verstappen,Yes,1
Hungary,40,8,R.Schumacher,Trulli,,
Hungary,43,8,Irvine,Trulli,,
Hungary,52,2,Villeneuve,Coulthard,Yes,1
Hungary,54,7,R.Schumacher,Nakano,Replay,1
Hungary,55,10,Berger,Katayama,,
Hungary,65,7,Irvine,Nakano,Yes,3
Belgium,4,14,Magnussen,Irvine,,
Belgium,4,15,Irvine,Nakano,,
Belgium,4,15,Magnussen,Nakano,,
Belgium,4,19,Marques,Verstappen,,
Belgium,5,1,M.Schumacher,Villeneuve,Yes,Rivage
Belgium,5,2,M.Schumacher,Alesi,Yes,La Source
Belgium,5,13,Magnussen,Berger,,
Belgium,5,18,Marques,Katayama,,
Belgium,6,3,Fisichella,Alesi,Yes,Les Combes
Belgium,6,7,Coulthard,Hill,,
Belgium,6,16,Marques,Salo,,
Belgium,6,17,Katayama,Salo,,
Belgium,7,6,Coulthard,Diniz,,
Belgium,7,11,Magnussen,Morbidelli,,
Belgium,7,14,Marques,Irvine,,
Belgium,7,17,Verstappen,Salo,,
Belgium,8,4,Coulthard,Frentzen,Yes,Les Combes
Belgium,8,5,Diniz,Frentzen,Yes,Rivage
Belgium,8,6,Herbert,Frentzen,Yes,Rivage
Belgium,8,6,Herbert,Hill,,Les Combes
Belgium,8,7,Hill,Frentzen,Yes,Fagnes
Belgium,8,8,Barrichello,Frentzen,Yes,Fagnes
Belgium,8,9,Berger,Morbidelli,,
Belgium,8,13,Verstappen,Marques,,
Belgium,8,14,Verstappen,Katayama,,
Belgium,9,14,Villeneuve,Katayama,,
Belgium,9,18,R.Schumacher,Herbert,,
Belgium,10,11,Alesi,Marques,,
Belgium,10,17,Irvine,R.Schumacher,,
Belgium,11,3,Diniz,Coulthard,Yes,Les Combes
Belgium,11,4,Herbert,Coulthard,Yes,Les Combes
Belgium,12,5,Alesi,Fisichella,,
Belgium,13,2,Alesi,Magnussen,,
Belgium,13,7,Coulthard,Hill,,
Belgium,14,7,Frentzen,Berger,,
Belgium,14,8,Frentzen,Hill,,
Belgium,14,8,Berger,Hill,,
Belgium,14,11,Villeneuve,Diniz,,
Belgium,14,14,Salo,Morbidelli,,
Belgium,15,9,Verstappen,Hill,,
Belgium,15,10,Villeneuve,Hill,Replay,Fagnes
Belgium,15,13,Salo,Irvine,Replay,Fagnes
Belgium,16,11,Diniz,Hill,,
Belgium,16,12,Irvine,Salo,,
Belgium,16,12,Irvine,Hill,,
Belgium,16,13,Salo,Hill,,
Belgium,17,6,Frentzen,Coulthard,,
Belgium,17,17,R.Schumacher,Katayama,,
Belgium,18,16,R.Schumacher,Marques,,
Belgium,19,9,Villeneuve,Verstappen,,
Belgium,19,11,Irvine,Diniz,,
Belgium,20,13,Magnussen,Morbidelli,,
Belgium,21,5,Frentzen,Herbert,Yes,Les Combes
Belgium,26,14,Hill,Katayama,,
Belgium,29,12,Morbidelli,Magnussen,,
Belgium,36,6,Villeneuve,Alesi,Yes,Les Combes
Belgium,38,8,Berger,Irvine,,
Belgium,38,11,Morbidelli,Salo,,
Italy,2,21,Katayama,Marques,,
Italy,5,20,Marques,Katayama,,
Italy,32,4,Irvine,Coulthard,Yes,1
Italy,44,11,Hakkinen,Nakano,,
Italy,47,9,Hakkinen,Trulli,Yes,1
Austria,6,14,Diniz,Morbidelli,,
Austria,9,18,Salo,Verstappen,,
Austria,10,19,Berger,Verstappen,,
Austria,14,10,Alesi,Irvine,Replay,2
Austria,14,11,Fisichella,Irvine,Replay,2
Austria,15,18,Berger,Salo,Yes,2
Austria,21,12,Herbert,Irvine,,
Austria,23,2,Villeneuve,Barrichello,Replay,3
Austria,24,13,Diniz,Irvine,,
Austria,25,14,Morbidelli,Irvine,,
Austria,27,12,Diniz,Magnussen,Yes,2
Austria,30,12,Magnussen,Diniz,,
Austria,31,14,Irvine,Morbidelli,Yes,2
Austria,39,2,M.Schumacher,Frentzen,Replay,2
Austria,45,2,Fisichella,Trulli,Yes,1
Austria,45,13,Diniz,Nakano,,
Austria,53,10,Magnussen,Herbert,,
Austria,70,6,M.Schumacher,Hill,Yes,2
Luxembourg,2,17,Morbidelli,Verstappen,,
Luxembourg,8,11,Berger,Frentzen,,
Luxembourg,8,12,Frentzen,Irvine,,
Luxembourg,8,12,Berger,Irvine,,
Luxembourg,10,10,Berger,Panis,Yes,11
Luxembourg,10,11,Frentzen,Panis,Yes,13
Luxembourg,12,15,Morbidelli,Salo,,
Luxembourg,17,8,Berger,Diniz,,
Luxembourg,21,8,Frentzen,Diniz,Yes,11
Luxembourg,25,9,Alesi,Panis,,
Japan,2,2,Irvine,M.Schumacher,Yes,6
Japan,2,3,Irvine,Hakkinen,Yes,6
Japan,3,1,Irvine,Villeneuve,Yes,Chicane
Japan,4,6,Alesi,Berger,,
Japan,6,16,Nakano,Diniz,,
Japan,7,12,Panis,R.Schumacher,,
Japan,14,14,Nakano,Marques,Yes,1
Japan,16,9,Alesi,R.Schumacher,,
Japan,19,12,Panis,Diniz,Yes,1
Japan,21,3,M.Schumacher,Villeneuve,Yes,1
Japan,41,11,R.Schumacher,Hill,,
Europe,2,21,Fontana,Katayama,,
Europe,4,12,Panis,Diniz,,
Europe,8,11,Panis,Alesi,,
Europe,29,19,Fontana,Verstappen,,
Europe,38,7,Berger,Hill,,
Europe,42,10,Alesi,Panis,,
Europe,45,2,Coulthard,Villeneuve,Yes,1
Europe,48,1,Villeneuve,M.Schumacher,Yes,6
Europe,69,1,Hakkinen,Villeneuve,Yes,11
Europe,69,2,Coulthard,Villeneuve,Yes,15
Europe,69,4,Berger,Irvine,,
