Race,Lap,Position,Overtaker,Overtakee,Live,Turn
San Marino,24,19,Diniz,Moreno,,
San Marino,29,7,Irvine,Frentzen,,
San Marino,31,8,Hakkinen,Frentzen,,
San Marino,35,6,Hakkinen,Irvine,,
San Marino,36,17,Moreno,Diniz,,
San Marino,40,16,Diniz,Moreno,,
Spain,2,14,Panis,Mansell,,
Spain,3,6,Coulthard,Hakkinen,,
Spain,6,14,Mansell,Panis,,
Spain,6,19,Inoue,Badoer,,
Spain,7,5,Coulthard,Irvine,Yes,1
Spain,8,13,Mansell,Katayama,Replay,13
Spain,8,18,Inoue,Martini,,
Spain,12,24,Moreno,Diniz,,
Spain,14,4,Hakkinen,Irvine,,
Spain,20,16,Morbidelli,Schiattarella,,
Spain,20,17,Morbidelli,Wendlinger,,
Spain,21,6,Herbert,Frentzen,,
Spain,22,17,Brundle,Verstappen,,
Spain,33,15,Katayama,Martini,,
Spain,41,16,Katayama,Inoue,,
Spain,44,5,Herbert,Hakkinen,,
Spain,47,11,Brundle,Salo,,
Spain,48,16,Wendlinger,Martini,,
Spain,53,13,Morbidelli,Verstappen,,
Monaco,2,21,Salo,Montermini,,
Monaco,3,19,Salo,Gachot,,
Monaco,3,20,Salo,Moreno,,
Monaco,7,22,Inoue,Diniz,,
Monaco,13,8,Blundell,Barrichello,,
Monaco,13,18,Montermini,Gachot,,
Monaco,24,18,Morbidelli,Diniz,,
Monaco,26,13,Barrichello,Salo,,
Monaco,40,12,Panis,Salo,,
Canada,2,3,Alesi,Berger,Yes,8
Canada,4,11,Morbidelli,Blundell,,
Canada,5,14,Katayama,Martini,,
Canada,8,14,Martini,Katayama,,
Canada,16,19,Gachot,Diniz,,
Canada,17,2,Alesi,Hill,Yes,10
Canada,20,13,Salo,Inoue,Build up,10
Canada,26,3,Berger,Hill,Yes,3
Canada,28,16,Gachot,Moreno,,
France,2,21,Martini,Moreno,,
France,3,7,Brundle,Berger,Replay,Adelaide
France,6,17,Martini,Gachot,,
France,13,13,Badoer,Salo,,
France,13,13,Boullion,Badoer,,
France,13,14,Boullion,Salo,,
France,20,15,Morbidelli,Salo,,
France,29,13,Berger,Morbidelli,,
France,33,12,Berger,Badoer,,
Great Britain,2,8,Berger,Brundle,,
Great Britain,2,12,Irvine,Panis,,
Great Britain,2,22,Montermini,Diniz,,
Great Britain,4,10,Blundell,Frentzen,,
Great Britain,4,19,Badoer,Gachot,,
Great Britain,5,11,Panis,Frentzen,,
Great Britain,5,22,Moreno,Diniz,,
Great Britain,6,13,Katayama,Martini,,
Great Britain,10,14,Boullion,Martini,,
Great Britain,13,15,Salo,Martini,,
Great Britain,17,12,Panis,Boullion,,
Great Britain,18,9,Barrichello,Frentzen,,
Great Britain,24,10,Panis,Morbidelli,,
Great Britain,25,9,Panis,Martini,,
Great Britain,33,8,Panis,Frentzen,,
Great Britain,45,11,Salo,Badoer,,
Great Britain,49,1,Coulthard,Herbert,Yes,Stowe
Great Britain,53,10,Boullion,Badoer,,
Germany,2,10,Panis,Frentzen,,Senna
Germany,2,13,Suzuki,Katayama,,
Germany,3,7,Blundell,Herbert,,
Germany,4,8,Alesi,Herbert,,
Germany,4,14,Boullion,Katayama,,
Germany,6,8,Panis,Herbert,,
Germany,7,6,Alesi,Blundell,,
Germany,7,11,Suzuki,Badoer,,
Germany,7,13,Berger,Boullion,,
Germany,8,11,Berger,Suzuki,,
Germany,8,12,Berger,Badoer,,
Germany,8,13,Boullion,Badoer,,
Germany,15,5,Blundell,Irvine,,
Germany,16,5,Barrichello,Irvine,Yes,Mobil 1
Germany,16,8,Berger,Frentzen,Yes,Mobil 1
Germany,17,6,Herbert,Irvine,Yes,Clark
Germany,17,7,Berger,Irvine,Yes,Ostkurve
Germany,17,8,Frentzen,Irvine,Yes,Ostkurve
Germany,18,5,Berger,Herbert,Replay,Senna
Germany,25,8,Boullion,Irvine,,
Germany,27,5,Herbert,Frentzen,,
Germany,37,7,Suzuki,Katayama,Yes,Clark
Hungary,2,21,Boullion,Diniz,,
Hungary,7,21,Montermini,Diniz,,
Hungary,13,2,Schumacher,Coulthard,Yes,8
Hungary,15,17,Boullion,Papis,,
Hungary,48,9,Irvine,Frentzen,,
Belgium,2,1,Alesi,Herbert,Replay,Les Combes
Belgium,2,11,Schumacher,Frentzen,,
Belgium,2,12,Schumacher,Barrichello,Yes,La Source
Belgium,3,9,Schumacher,Panis,,
Belgium,3,10,Schumacher,Brundle,,
Belgium,4,2,Coulthard,Berger,Yes,La Source
Belgium,4,3,Hill,Berger,Yes,Les Combes
Belgium,5,10,Barrichello,Frentzen,,
Belgium,6,17,Papis,Inoue,,
Belgium,10,13,Katayama,Boullion,,
Belgium,11,4,Schumacher,Irvine,Yes,Bus Stop
Belgium,11,20,Moreno,Diniz,,
Belgium,13,7,Blundell,Panis,,
Belgium,16,13,Barrichello,Badoer,,
Belgium,24,1,Hill,Schumacher,Yes,Les Combes
Belgium,25,1,Schumacher,Hill,Replay,Stavelot
Belgium,25,6,Katayama,Blundell,,
Belgium,25,10,Barrichello,Lamy,,
Belgium,26,7,Salo,Blundell,,
Belgium,26,9,Barrichello,Frentzen,,
Belgium,33,4,Blundell,Herbert,,
Belgium,33,5,Frentzen,Herbert,,
Belgium,33,8,Barrichello,Salo,,
Belgium,37,6,Barrichello,Herbert,Yes,Les Combes
Belgium,41,4,Frentzen,Blundell,Yes,Bus Stop
Belgium,44,2,Hill,Brundle,Yes,Les Combes
Italy,2,9,Irvine,Brundle,,
Italy,2,15,Badoer,Papis,,
Italy,3,6,Barrichello,Herbert,Yes,1
Italy,3,19,Salo,Diniz,,
Italy,3,20,Salo,Boullion,,
Italy,4,7,Hakkinen,Herbert,,
Italy,4,18,Salo,Inoue,,
Italy,5,17,Salo,Lavaggi,,
Italy,6,18,Inoue,Lavaggi,,
Italy,6,19,Boullion,Lavaggi,,
Italy,6,20,Boullion,Diniz,,
Italy,8,10,Blundell,Brundle,,
Italy,8,16,Salo,Papis,,
Italy,9,11,Frentzen,Brundle,Yes,1
Italy,9,15,Salo,Badoer,,
Italy,10,13,Katayama,Panis,,
Italy,14,17,Salo,Diniz,,
Italy,26,5,Irvine,Berger,Replay,Roggia
Italy,26,6,Blundell,Berger,Yes,Ascari
Italy,33,10,Boullion,Inoue,,
Italy,42,7,Salo,Papis,,
Italy,51,6,Boullion,Papis,,
Portugal,2,13,Frentzen,Boullion,,
Portugal,2,19,Montermini,Deletraz,,
Portugal,2,20,Montermini,Badoer,,
Portugal,2,20,Badoer,Deletraz,,
Portugal,3,10,Hakkinen,Blundell,,
Portugal,3,21,Moreno,Deletraz,,
Portugal,5,18,Montermini,Diniz,,
Portugal,5,19,Badoer,Diniz,,
Portugal,8,16,Montermini,Inoue,,
Portugal,14,11,Frentzen,Blundell,,9
Portugal,17,9,Hakkinen,Barrichello,Yes,1
Portugal,17,10,Frentzen,Barrichello,Yes,9
Portugal,20,5,Berger,Irvine,,
Portugal,26,8,Frentzen,Hakkinen,,
Portugal,44,9,Brundle,Blundell,,
Portugal,62,2,Schumacher,Hill,Yes,9
Europe,2,15,Badoer,Hakkinen,,
Europe,2,16,Montermini,Hakkinen,,
Europe,2,16,Badoer,Blundell,,
Europe,2,17,Montermini,Blundell,,
Europe,2,18,Papis,Blundell,,
Europe,2,18,Montermini,Papis,,
Europe,2,19,Katayama,Blundell,,
Europe,2,20,Diniz,Blundell,,
Europe,3,17,Papis,Hakkinen,,
Europe,3,21,Deletraz,Blundell,,
Europe,4,18,Tarquini,Hakkinen,,
Europe,5,19,Diniz,Hakkinen,,
Europe,6,5,Alesi,Herbert,Yes,1
Europe,6,11,Salo,Panis,,
Europe,6,21,Blundell,Deletraz,,
Europe,9,4,Alesi,Irvine,,
Europe,9,14,Frentzen,Badoer,,
Europe,12,13,Barrichello,Badoer,,
Europe,12,16,Papis,Montermini,,
Europe,12,19,Blundell,Diniz,,
Europe,12,20,Blundell,Hakkinen,,
Europe,12,20,Hakkinen,Diniz,,
Europe,13,11,Frentzen,Lamy,,
Europe,14,5,Hill,Berger,Yes,11
Europe,15,8,Frentzen,Herbert,,
Europe,15,12,Brundle,Badoer,,
Europe,16,3,Hill,Schumacher,Yes,9
Europe,16,3,Schumacher,Hill,,13
Europe,17,19,Deletraz,Diniz,,
Europe,18,18,Diniz,Deletraz,,
Europe,21,2,Schumacher,Coulthard,,
Europe,21,11,Lamy,Boullion,,
Europe,21,12,Badoer,Boullion,,
Europe,23,3,Hill,Coulthard,Replay,8
Europe,24,4,Berger,Coulthard,Yes,9
Europe,29,13,Hakkinen,Boullion,,
Europe,34,11,Hakkinen,Badoer,,
Europe,35,12,Herbert,Badoer,,
Europe,37,10,Herbert,Lamy,,
Europe,42,17,Tarquini,Deletraz,,
Europe,44,11,Boullion,Badoer,,
Europe,45,9,Hakkinen,Badoer,,
Europe,48,15,Tarquini,Deletraz,,
Europe,51,6,Herbert,Irvine,,
Europe,57,11,Salo,Badoer,,
Europe,65,1,Schumacher,Alesi,Yes,11
Europe,65,5,Herbert,Irvine,,
Pacific,2,21,Morbidelli,Moreno,,
Pacific,4,20,Morbidelli,Inoue,,
Pacific,5,4,Schumacher,Berger,Yes,Hairpin
Pacific,5,12,Panis,Suzuki,,
Pacific,6,19,Morbidelli,Montermini,,
Pacific,16,10,Barrichello,Magnussen,Yes,Hairpin
Pacific,16,10,Magnussen,Barrichello,Yes,Hairpin
Pacific,21,4,Alesi,Frentzen,,
Pacific,23,5,Hill,Frentzen,Yes,Hairpin
Pacific,24,3,Alesi,Irvine,Yes,Hairpin
Pacific,24,11,Magnussen,Lamy,,
Pacific,25,4,Hill,Irvine,,
Pacific,25,6,Berger,Frentzen,,
Pacific,38,10,Barrichello,Magnussen,Yes,Hairpin
Pacific,45,4,Berger,Alesi,Yes,Hairpin
Japan,2,16,Blundell,Inoue,,
Japan,3,19,Wendlinger,Gachot,,
Japan,5,18,Wendlinger,Montermini,,
Japan,6,11,Salo,Panis,,
Japan,7,7,Alesi,Herbert,,
Japan,7,8,Alesi,Frentzen,Yes,130r
Japan,8,13,Berger,Katayama,,
Japan,8,14,Berger,Lamy,,
Japan,9,10,Alesi,Berger,,
Japan,9,11,Alesi,Katayama,,
Japan,9,12,Alesi,Lamy,Yes,Spoon
Japan,9,16,Wendlinger,Inoue,,
Japan,10,6,Alesi,Badoer,,
Japan,10,8,Barrichello,Lamy,,
Japan,10,9,Herbert,Lamy,,
Japan,10,17,Panis,Wendlinger,,
Japan,10,18,Panis,Inoue,,
Japan,10,19,Panis,Montermini,,
Japan,11,4,Alesi,Hill,Yes,Chicane
Japan,11,7,Barrichello,Badoer,,
Japan,11,8,Herbert,Badoer,,
Japan,11,9,Frentzen,Badoer,,
Japan,11,11,Berger,Salo,,
Japan,13,8,Frentzen,Herbert,,
Japan,13,14,Lamy,Inoue,,
Japan,15,5,Coulthard,Irvine,Yes,1
Japan,15,9,Berger,Herbert,,
Japan,17,12,Blundell,Lamy,,
Japan,21,11,Blundell,Badoer,,
Japan,25,7,Panis,Salo,,
Japan,27,12,Wendlinger,Lamy,,
Australia,5,3,Schumacher,Berger,Yes,11
Australia,11,17,Inoue,Moreno,,
Australia,20,14,Lamy,Katayama,,
Australia,35,9,Lamy,Katayama,,
