Race,Lap,Position,Overtaker,Overtakee,Live?,Turn
Britain,2,13,Barrichello,Irvine,,
Britain,3,3,Raikkonen,R.Schumacher,,
Britain,3,12,Barrichello,Bernoldi,,
Britain,4,11,Barrichello,Panis,Yes,Copse
Britain,4,12,Bernoldi,Panis,,
Britain,5,10,Barrichello,Heidfeld,,
Britain,5,16,Frentzen,Fisichella,,
Britain,5,17,Webber,Fisichella,,
Britain,6,8,Barrichello,Salo,Yes,Woodcote
Britain,6,9,Barrichello,Villeneuve,,
Britain,7,11,Bernoldi,Heidfeld,,
Britain,7,15,Frentzen,Sato,,
Britain,9,12,Panis,Heidfeld,,
Britain,9,13,Frentzen,Heidfeld,,
Britain,9,19,Massa,De La Rosa,,
Britain,11,15,Sato,Irvine,,
Britain,14,1,Montoya,Coulthard,,
Britain,14,2,M.Schumacher,Coulthard,Yes,Woodcote
Britain,15,3,Trulli,Coulthard,,
Britain,15,4,Barrichello,Coulthard,,
Britain,15,10,Bernoldi,Salo,,
Britain,15,13,Panis,Irvine,,
Britain,16,1,M.Schumacher,Montoya,Replay,Vale
Britain,16,3,Barrichello,Trulli,,Abbey
Britain,16,5,R.Schumacher,Button,,
Britain,16,10,Bernoldi,Coulthard,,
Britain,16,12,Panis,Salo,Yes,Copse
Britain,16,13,Massa,Irvine,,
Britain,17,6,Raikkonen,Button,,
Britain,18,5,Raikkonen,R.Schumacher,,
Britain,18,7,Frentzen,Button,,
Britain,18,14,Fisichella,Heidfeld,,
Britain,18,15,Fisichella,Irvine,,
Britain,19,2,Barrichello,Montoya,Yes,Woodcote
Britain,19,14,Heidfeld,Fisichella,,
Britain,21,4,Raikkonen,Trulli,Yes,Bridge
Britain,22,7,Villeneuve,Button,,
Britain,22,11,Massa,Panis,,
Britain,23,5,R.Schumacher,Trulli,,
Britain,23,11,Heidfeld,Panis,,
Britain,24,6,Villeneuve,Trulli,,
Britain,24,14,Sato,De La Rosa,,
Britain,26,6,Massa,Bernoldi,Yes,Abbey
Britain,26,15,Coulthard,De La Rosa,,
Britain,27,12,Sato,Trulli,,
Britain,29,12,Button,De La Rosa,,
Britain,41,2,Montoya,Barrichello,Yes,Priory
Britain,47,2,Barrichello,Montoya,Yes,Copse
France,3,15,De La Rosa,Yoong,,
France,3,16,Sato,Yoong,,
Germany,2,13,Villeneuve,Sato,,
Germany,3,15,Irvine,McNish,,
Germany,3,18,Webber,Salo,,
Germany,4,10,Massa,Button,,
Germany,4,11,Heidfeld,Button,,
Germany,4,16,Bernoldi,McNish,,
Germany,6,12,Villeneuve,Button,Replay,6
Germany,6,13,Sato,Button,,7
Germany,7,14,Bernoldi,Button,,
Germany,7,15,McNish,Button,,
Germany,7,16,Webber,Button,,
Germany,9,17,Salo,Button,Yes,1
Germany,9,18,Irvine,Button,Yes,6
Germany,11,4,Montoya,Raikkonen,Yes,13
Germany,12,6,Coulthard,Trulli,,
Germany,12,8,Panis,Fisichella,,
Germany,12,9,Massa,Fisichella,,
Germany,13,7,Panis,Trulli,,
Germany,14,18,Irvine,Button,,
Germany,15,8,Massa,Trulli,Yes,6
Germany,16,11,Sato,Villeneuve,Yes,6
Germany,16,15,Salo,Webber,Yes,9
Germany,21,18,Trulli,Button,,
Germany,33,8,Heidfeld,Massa,,
Hungary,2,10,Coulthard,Heidfeld,,1
Hungary,22,7,Raikkonen,Montoya,Yes,3
Hungary,23,18,Montoya,Davidson,,
Belgium,2,3,Montoya,Raikkonen,Yes,Fagnes
Belgium,5,15,Massa,Heidfeld,,
Belgium,8,13,Villeneuve,Fisichella,Yes,La Source
Belgium,8,14,Massa,Fisichella,Yes,Les Combes
Belgium,14,11,Villeneuve,McNish,Yes,Les Combes
Belgium,30,14,Massa,McNish,Replay,Eau Rouge
Italy,2,10,Heidfeld,Villeneuve,,
Italy,2,13,Button,Massa,,
Italy,2,18,Yoong,Webber,,
Italy,3,11,Trulli,Villeneuve,,
Italy,3,18,Webber,Yoong,,
Italy,4,12,Button,Villeneuve,,
Italy,5,1,Barrichello,Montoya,Yes,1
Italy,6,2,M.Schumacher,Montoya,Yes,1
Italy,7,7,Panis,Salo,,
Italy,15,12,De La Rosa,Massa,,
Italy,18,15,Coulthard,Sato,,
Italy,19,14,Coulthard,Yoong,Yes,Parabolica
Italy,34,9,Trulli,Button,,
Italy,39,3,Panis,Irvine,Yes,Parabolica
Italy,42,8,Coulthard,Villeneuve,Yes,1
Italy,51,7,Coulthard,Fisichella,,
USA,2,11,Sato,Button,,
USA,2,14,Salo,Irvine,,
USA,4,13,Salo,McNish,Yes,1
USA,7,11,Button,Frentzen,,
USA,7,11,Sato,Frentzen,Yes,4
USA,12,15,Panis,Irvine,,
USA,12,16,Webber,Irvine,,
USA,13,5,Villeneuve,Raikkonen,,
USA,15,14,Panis,McNish,,
USA,17,6,Montoya,Raikkonen,Yes,1
USA,19,16,Irvine,Webber,Yes,1
USA,21,17,De La Rosa,Yoong,Yes,1
USA,27,14,Webber,Sato,,2
USA,28,14,Sato,Webber,,
USA,32,16,Salo,Yoong,,
USA,33,10,Irvine,McNish,Yes,1
USA,34,7,Villeneuve,Trulli,Yes,1
USA,45,13,Irvine,Salo,,
USA,45,14,Panis,Salo,,
Japan,2,13,Villeneuve,Massa,,
