,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
6,14.0,6.0,nakajima,9.0,1.0,Finished,125085.0,239842.0,352545.0,464260.0,575465.0,686384.0,797667.0,909254.0,1019728.0,1130457.0,1240647.0,1350829.0,1461405.0,1571560.0,1681835.0,1791902.0,1901613.0,2011550.0,2121585.0,2232128.0,2356446.0,2517369.0,2685278.0,2845836.0,3004711.0,3120612.0,3234229.0,3346655.0,3458858.0,3570764.0,3682235.0,3792896.0,3903613.0,4013534.0,4123773.0,4234244.0,4344351.0,4454205.0,4564534.0,4674541.0,4785140.0,4895823.0,5005914.0,5115825.0,5225196.0,5339207.0,5470849.0,5580556.0,5690291.0,5800124.0,5909793.0,6020319.0,6131510.0,6242692.0,6354151.0,6464822.0,6575932.0,6687661.0,6799120.0,6910690.0,7022391.0
18,14.0,67.0,buemi,16.0,6.0,Gearbox,126165.0,240582.0,353759.0,466263.0,578021.0,689983.0,801282.0,912711.0,1023816.0,1135186.0,1249680.0,1361927.0,1473836.0,1585528.0,1697185.0,1809167.0,1919803.0,2030698.0,2142307.0,2253852.0,2382894.0,2522521.0,2687575.0,2847224.0,3005981.0,3122097.0,3235871.0,3349519.0,3461849.0,3573968.0,3685564.0,3797136.0,3908456.0,4019990.0,4131313.0,4242820.0,4353814.0,4469292.0,4625478.0,4761771.0,4873683.0,4986922.0,5100742.0,5211491.0,5323117.0,5439434.0,5558995.0,,,,,,,,,,,,,,
7,14.0,8.0,raikkonen,10.0,1.0,Finished,126746.0,241956.0,355090.0,467745.0,579897.0,692022.0,803485.0,914865.0,1025609.0,1136891.0,1248303.0,1359287.0,1470604.0,1581298.0,1691810.0,1802147.0,1912937.0,2023742.0,2134454.0,2248044.0,2376748.0,2518555.0,2686398.0,2846440.0,3005576.0,3121474.0,3235531.0,3348498.0,3460800.0,3572499.0,3684076.0,3795430.0,3905885.0,4016253.0,4127530.0,4238266.0,4348647.0,4458765.0,4569528.0,4679861.0,4790339.0,4901045.0,5011291.0,5123858.0,5234595.0,5344760.0,5454528.0,5564462.0,5674421.0,5783957.0,5893219.0,6008682.0,6136432.0,6244823.0,6354883.0,6465577.0,6576861.0,6688204.0,6799763.0,6913315.0,7025229.0
19,14.0,153.0,alguersuari,15.0,23.0,Brakes,127426.0,242985.0,357498.0,471221.0,584605.0,698451.0,811909.0,925292.0,1039011.0,1153107.0,1267083.0,1381059.0,1495932.0,1609822.0,1723042.0,1836406.0,1950196.0,2064006.0,2177794.0,2291938.0,2431432.0,2580743.0,2713111.0,2852325.0,3010329.0,3127073.0,3241955.0,3355964.0,3469801.0,3582358.0,3694931.0,3807414.0,3921099.0,4034006.0,4147455.0,4260744.0,4373728.0,4489488.0,4603034.0,4715978.0,4828772.0,4941642.0,5054405.0,5167423.0,5280356.0,5401917.0,5545568.0,,,,,,,,,,,,,,
11,14.0,16.0,sutil,18.0,4.0,Collision,127928.0,243278.0,358344.0,471828.0,585198.0,699011.0,812539.0,926116.0,1039681.0,1153653.0,1267696.0,1381782.0,1496735.0,1610958.0,1723581.0,1837096.0,1950716.0,2064500.0,2178471.0,2308304.0,2505127.0,2672971.0,2836694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,14.0,21.0,fisichella,13.0,1.0,Finished,128564.0,244616.0,359709.0,473368.0,586871.0,701431.0,813937.0,926980.0,1040327.0,1154272.0,1268251.0,1382409.0,1499428.0,1612587.0,1725217.0,1838456.0,1951857.0,2070899.0,2203127.0,2317878.0,2450724.0,2575187.0,2692142.0,2850154.0,3008615.0,3125333.0,3239580.0,3353330.0,3466950.0,3579385.0,3691579.0,3803245.0,3914854.0,4026299.0,4137721.0,4249173.0,4360501.0,4473588.0,4584902.0,4695681.0,4806714.0,4917829.0,5031072.0,5142381.0,5253532.0,5368560.0,5497964.0,5608151.0,5717568.0,5827491.0,5938137.0,6048412.0,6158627.0,6269370.0,6380372.0,6491857.0,6603397.0,6712832.0,6822876.0,6934149.0,7046227.0
10,14.0,15.0,trulli,12.0,1.0,Finished,129145.0,246129.0,361084.0,474741.0,588146.0,702613.0,816248.0,929303.0,1042251.0,1155846.0,1269706.0,1383575.0,1500718.0,1614790.0,1727723.0,1840845.0,1953544.0,2068032.0,2179617.0,2292983.0,2432165.0,2566275.0,2689059.0,2849024.0,3006836.0,3122558.0,3236565.0,3350231.0,3462686.0,3574917.0,3686703.0,3799371.0,3910585.0,4021641.0,4133281.0,4244644.0,4355788.0,4466554.0,4576979.0,4687840.0,4798262.0,4909130.0,5019737.0,5130067.0,5239861.0,5349911.0,5463291.0,5574961.0,5684825.0,5795252.0,5909774.0,6038523.0,6148010.0,6256826.0,6367457.0,6478419.0,6588902.0,6700161.0,6812135.0,6924501.0,7039346.0
17,14.0,24.0,liuzzi,14.0,1.0,Finished,129746.0,244981.0,360213.0,473904.0,587342.0,701923.0,815506.0,928503.0,1041577.0,1155151.0,1268922.0,1383039.0,1500030.0,1614036.0,1726952.0,1840004.0,1952882.0,2072002.0,2208397.0,2323545.0,2452594.0,2576475.0,2695119.0,2850781.0,3009130.0,3126345.0,3240312.0,3353917.0,3467599.0,3580201.0,3692495.0,3804599.0,3916258.0,4027831.0,4139318.0,4250562.0,4362066.0,4474398.0,4586311.0,4698021.0,4809015.0,4920002.0,5032314.0,5144255.0,5255239.0,5370613.0,5501201.0,5611053.0,5721498.0,5831731.0,5942173.0,6053019.0,6166624.0,6278293.0,6388966.0,6500134.0,6611114.0,6722270.0,6833696.0,6945540.0,7059839.0
20,14.0,154.0,grosjean,20.0,23.0,Brakes,130396.0,247588.0,381047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14.0,2.0,heidfeld,19.0,4.0,Collision,134462.0,248912.0,363728.0,476805.0,589629.0,703629.0,817277.0,931069.0,1043363.0,1156903.0,1270587.0,1384725.0,1501566.0,1616384.0,1729377.0,1845098.0,1957536.0,2068882.0,2180909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
