,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
8,231.0,50.0,verstappen,19.0,5.0,Engine,97266.0,183687.0,269383.0,355527.0,440971.0,526014.0,610858.0,696732.0,782858.0,869374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,231.0,65.0,herbert,7.0,11.0,+1 Lap,97723.0,184540.0,270774.0,356425.0,441588.0,526865.0,612304.0,697674.0,784846.0,869984.0,955302.0,1040098.0,1124992.0,1209826.0,1294679.0,1379334.0,1464806.0,1549587.0,1634166.0,1719666.0,1804497.0,1890353.0,1975088.0,2060088.0,2144730.0,2229537.0,2314449.0,2399092.0,2483618.0,2568145.0,2652697.0,2736938.0,2821696.0,2905926.0,2989833.0,3094415.0,3182070.0,3267134.0,3351872.0,3437358.0,3523215.0,3608474.0,3693832.0,3779107.0,3864563.0,3950088.0,4036385.0,4121561.0,4206367.0,4291097.0,4376539.0,4461520.0,4546209.0,4630868.0,4715222.0,4799728.0,4884343.0,4968723.0,5053040.0,5137508.0,5221674.0,5306152.0,5390710.0,5475147.0,5559422.0,5644256.0,5729607.0,5815183.0,
6,231.0,44.0,panis,13.0,5.0,Engine,98270.0,185059.0,270397.0,357441.0,443044.0,527292.0,611908.0,696183.0,783473.0,868027.0,951865.0,1035320.0,1119655.0,1204129.0,1288714.0,1373040.0,1457178.0,1541584.0,1625635.0,1717306.0,1801262.0,1886050.0,1970167.0,2073233.0,2161188.0,2244771.0,2328419.0,2411818.0,2495315.0,2578777.0,2662332.0,2746091.0,2829668.0,2913692.0,2997410.0,3081798.0,3165334.0,3248744.0,3334034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,231.0,63.0,salo,14.0,5.0,Engine,98548.0,185323.0,271462.0,357235.0,443248.0,528506.0,613333.0,698449.0,785302.0,870314.0,955616.0,1040614.0,1125339.0,1210047.0,1295211.0,1379693.0,1465094.0,1549939.0,1634894.0,1720111.0,1804941.0,1891197.0,1975814.0,2078871.0,2165652.0,2249780.0,2333493.0,2417141.0,2501282.0,2585636.0,2670016.0,2754274.0,2838866.0,2923466.0,3007954.0,3093024.0,3177123.0,3261073.0,3346037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,231.0,64.0,diniz,15.0,5.0,Engine,99457.0,186612.0,272411.0,359777.0,445334.0,530447.0,615831.0,701845.0,787828.0,873538.0,958811.0,1043822.0,1128561.0,1213490.0,1298466.0,1383643.0,1468739.0,1554043.0,1638916.0,1724570.0,1809248.0,1893790.0,1979131.0,2063972.0,2148924.0,2233365.0,2317697.0,2402486.0,2487385.0,2572715.0,2657844.0,2742869.0,2827719.0,2934644.0,3023624.0,3109489.0,3194036.0,3279463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,231.0,21.0,fisichella,8.0,12.0,+2 Laps,100421.0,188183.0,275151.0,361064.0,446576.0,532066.0,617222.0,703072.0,789271.0,875049.0,961212.0,1046624.0,1132305.0,1217689.0,1303132.0,1388523.0,1474072.0,1559103.0,1644496.0,1751846.0,1839357.0,1926416.0,2012256.0,2097930.0,2184438.0,2270498.0,2357781.0,2444083.0,2531699.0,2617794.0,2704027.0,2790204.0,2876137.0,2961945.0,3047429.0,3137813.0,3226126.0,3312536.0,3397832.0,3482955.0,3567886.0,3652789.0,3737809.0,3822455.0,3927577.0,4016118.0,4101702.0,4187168.0,4272713.0,4359181.0,4444529.0,4529739.0,4614465.0,4699510.0,4784825.0,4869800.0,4954606.0,5039596.0,5124172.0,5208521.0,5293157.0,5379341.0,5464540.0,5549481.0,5634495.0,5719039.0,5804064.0,,
4,231.0,30.0,michael_schumacher,12.0,86.0,Halfshaft,100753.0,186830.0,273189.0,359135.0,443994.0,529121.0,614082.0,699092.0,785653.0,870898.0,956119.0,1041395.0,1126287.0,1211292.0,1295891.0,1380503.0,1465574.0,1551071.0,1635561.0,1721243.0,1806390.0,1891980.0,1976934.0,2062796.0,2147005.0,2231563.0,2316097.0,2400784.0,2486309.0,2572323.0,2657418.0,2742480.0,2826675.0,2911041.0,2995561.0,3079724.0,3163954.0,3248222.0,3334764.0,3420025.0,3528775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,231.0,69.0,badoer,10.0,6.0,Gearbox,101733.0,189220.0,276023.0,362634.0,449261.0,535637.0,621836.0,708320.0,794923.0,881525.0,967927.0,1053956.0,1140558.0,1227570.0,1314053.0,1400559.0,1487067.0,1573074.0,1659244.0,1745909.0,1832702.0,1948164.0,2039764.0,2127316.0,2215604.0,2302032.0,2388897.0,2475390.0,2562668.0,2649334.0,2735591.0,2822729.0,2908954.0,2996999.0,3086205.0,3173349.0,3259853.0,3349172.0,3437188.0,3525171.0,3611860.0,3698300.0,3785453.0,3900761.0,,,,,,,,,,,,,,,,,,,,,,,,,
17,231.0,73.0,rosset,20.0,4.0,Collision,102601.0,191187.0,278426.0,364961.0,451308.0,537730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,231.0,79.0,katayama,21.0,4.0,Collision,103853.0,192081.0,278842.0,366088.0,452280.0,538049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,231.0,85.0,montermini,17.0,10.0,Electrical,103858.0,193097.0,280072.0,366816.0,453646.0,540032.0,627885.0,714440.0,801068.0,887437.0,973770.0,1059723.0,1145842.0,1232001.0,1317922.0,1426081.0,1514171.0,1598792.0,1696838.0,1786207.0,1871437.0,1966448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,231.0,83.0,lamy,9.0,4.0,Collision,104047.0,193413.0,280551.0,367325.0,453927.0,540680.0,628470.0,715739.0,802589.0,888743.0,974867.0,1060787.0,1146573.0,1232809.0,1319270.0,1405762.0,1492639.0,1579052.0,1665256.0,1751436.0,1837276.0,1922763.0,2009320.0,2094181.0,2179565.0,2264695.0,2352645.0,2438243.0,2524585.0,2609787.0,2694736.0,2780764.0,2867333.0,2952299.0,3037154.0,3143814.0,3231993.0,3317887.0,3403441.0,3489417.0,3576035.0,3662258.0,3747708.0,3833098.0,,,,,,,,,,,,,,,,,,,,,,,,,
