,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
11,172,41,zonta,16,6,1,Finished,98234,184736,270062,355793,442340,529723,643421,735809,822229,910166,997348,1082202,1165710.0,1248507.0,1330301.0,1412182.0,1494824.0,1575475.0,1657181.0,1737343.0,1816162.0,1894908.0,1973623.0,2053094.0,2130831.0,2208257.0,2285784.0,2363484.0,2440835.0,2517969.0,2594917.0,2671779.0,2748507.0,2825193.0,2902087.0,2978845.0,3056869.0,3133678.0,3210315.0,3286682.0,3362885.0,3439262.0,3515646.0,3591876.0,3667906.0,3743969.0,3819925.0,3895737.0,3998464.0,4079386.0,4156154.0,4232593.0,4309105.0,4385619.0,4462084.0,4538653.0,4615218.0,4691952.0,4768643.0,4845457.0,4922352.0,4998758.0,5075353.0,5152024.0,5228402.0,5304924.0,5381590.0,5458082.0,5534588.0,5611504.0,5688726.0,5765564.0,5842577.0
7,172,25,wurz,22,10,11,+1 Lap,98935,188457,274948,362443,448644,535188,650385,747614,837656,926367,1013385,1098820,1182631.0,1265540.0,1348121.0,1430820.0,1513475.0,1593851.0,1673948.0,1753997.0,1833303.0,1911737.0,1990785.0,2068977.0,2146666.0,2224419.0,2302186.0,2379243.0,2455937.0,2532348.0,2609562.0,2686324.0,2762848.0,2839243.0,2916081.0,3021598.0,3103640.0,3182142.0,3259799.0,3337533.0,3415382.0,3493192.0,3571732.0,3651260.0,3730799.0,3807964.0,3885090.0,3962447.0,4041107.0,4118629.0,4195753.0,4272664.0,4349672.0,4426508.0,4503216.0,4579860.0,4656574.0,4732795.0,4809094.0,4885403.0,4962087.0,5038710.0,5114871.0,5190934.0,5266996.0,5342952.0,5418858.0,5495009.0,5570646.0,5646206.0,5722942.0,5798738.0,
16,172,56,irvine,19,7,1,Finished,99006,186467,272769,359499,446241,533890,645286,737843,825195,912173,997974,1082955,1166985.0,1249346.0,1331117.0,1412422.0,1493906.0,1574575.0,1654919.0,1734589.0,1814976.0,1893792.0,1972444.0,2050453.0,2128456.0,2206042.0,2283482.0,2361526.0,2438509.0,2515413.0,2592591.0,2669523.0,2746566.0,2823078.0,2899972.0,2976561.0,3053520.0,3130144.0,3206559.0,3283332.0,3388452.0,3470828.0,3549279.0,3627324.0,3705456.0,3783637.0,3861479.0,3939244.0,4017290.0,4094909.0,4172594.0,4249753.0,4327181.0,4404874.0,4482264.0,4559457.0,4636758.0,4713803.0,4790550.0,4867580.0,4944404.0,5020978.0,5097510.0,5174167.0,5250651.0,5327392.0,5404261.0,5481041.0,5557507.0,5633546.0,5709849.0,5785524.0,5861998.0
14,172,50,verstappen,21,18,23,Brakes,99058,186156,272703,358843,445563,532035,642598,733156,819708,906025,991286,1075424,1158621.0,1241979.0,1324693.0,1406362.0,1487224.0,1567488.0,1647403.0,1726593.0,1804828.0,1883097.0,1960920.0,2038842.0,2116595.0,2194078.0,2271367.0,2348417.0,2425312.0,2502396.0,2578949.0,2655431.0,2731737.0,2807989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,172,2,heidfeld,20,9,11,+1 Lap,99384,188766,276376,363413,474370,567487,657090,744822,831377,919585,1006686,1092050,1176939.0,1261391.0,1345135.0,1429704.0,1511374.0,1590632.0,1669432.0,1748011.0,1826095.0,1904345.0,1982144.0,2059753.0,2137261.0,2214912.0,2292545.0,2369798.0,2446596.0,2523785.0,2600720.0,2677723.0,2755054.0,2831990.0,2909787.0,2987146.0,3064951.0,3141940.0,3218842.0,3295253.0,3372095.0,3448713.0,3552431.0,3633146.0,3710572.0,3788528.0,3868211.0,3947083.0,4024774.0,4102885.0,4181227.0,4259108.0,4336521.0,4413775.0,4490901.0,4568054.0,4645016.0,4722085.0,4799099.0,4875932.0,4952938.0,5029890.0,5106604.0,5183136.0,5260230.0,5337077.0,5415221.0,5491956.0,5568465.0,5645027.0,5721241.0,5797315.0,
19,172,63,salo,15,20,20,Spun off,100108,189632,277498,365653,452549,563242,655469,743966,830427,918738,1006259,1091578,1176349.0,1260969.0,1344861.0,1426923.0,1509030.0,1589274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,172,37,rosa,21,16,6,Gearbox,100375,188892,275175,360238,446520,533014,618738,726296,821818,910361,995990,1080485,1163989.0,1247127.0,1329438.0,1411083.0,1492309.0,1574037.0,1655878.0,1735933.0,1814747.0,1893194.0,1971324.0,2049873.0,2127472.0,2204816.0,2281609.0,2358758.0,2435920.0,2513245.0,2589871.0,2666434.0,2743353.0,2819905.0,2896788.0,2973064.0,3050304.0,3126801.0,3203895.0,3311019.0,3394359.0,3472200.0,3550382.0,3628529.0,3715596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,172,55,alesi,20,13,5,Engine,100745,190015,277638,389370,482953,574796,664965,752531,838251,924124,1009306,1093840,1176976.0,1261021.0,1344449.0,1424684.0,1505272.0,1585040.0,1664640.0,1743619.0,1822255.0,1900714.0,1979143.0,2057560.0,2136051.0,2214055.0,2293802.0,2372277.0,2449579.0,2527035.0,2604729.0,2682178.0,2759916.0,2836896.0,2914272.0,2991565.0,3068545.0,3145643.0,3222853.0,3299490.0,3375879.0,3452447.0,3529177.0,3605301.0,3683531.0,3759698.0,3862426.0,3944123.0,4022049.0,4100123.0,4178091.0,4256155.0,4333815.0,4411054.0,4488740.0,4566016.0,4643226.0,4720203.0,4797250.0,4874167.0,4951259.0,5028314.0,5104994.0,5181573.0,,,,,,,,,
4,172,21,fisichella,22,17,5,Engine,102096,191193,279698,367497,454926,574654,669645,787911,881637,968826,1054684,1139913,1224023.0,1307197.0,1390316.0,1474563.0,1556443.0,1637519.0,1718108.0,1797932.0,1877646.0,1958550.0,2037481.0,2115699.0,2193157.0,2270775.0,2349773.0,2427152.0,2507437.0,2584508.0,2661571.0,2738547.0,2815891.0,2908556.0,2985281.0,3061822.0,3138717.0,3215349.0,3292163.0,3368794.0,3445368.0,3521602.0,3597839.0,3674773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,172,48,gene,18,12,11,+1 Lap,102155,191464,279066,366508,453559,540516,627224,737839,829794,918082,1004041,1088610,1171952.0,1254666.0,1336672.0,1418348.0,1499301.0,1579890.0,1660262.0,1739810.0,1820092.0,1898695.0,1977585.0,2055749.0,2133593.0,2211750.0,2289370.0,2367035.0,2444437.0,2521325.0,2598838.0,2676246.0,2754134.0,2830843.0,2909194.0,2986112.0,3064189.0,3141169.0,3217946.0,3294420.0,3371211.0,3447482.0,3523824.0,3600187.0,3729754.0,3812638.0,3893289.0,3971848.0,4050163.0,4128419.0,4206379.0,4283915.0,4361607.0,4441229.0,4519118.0,4596518.0,4673650.0,4750586.0,4827717.0,4904355.0,4981862.0,5060382.0,5137460.0,5214463.0,5291061.0,5367586.0,5443814.0,5519874.0,5596228.0,5672444.0,5748601.0,5824645.0,
18,172,60,mazzacane,18,14,5,Engine,103213,192053,280173,368070,455391,542339,628806,716266,802185,887916,973566,1059328,1144965.0,1254794.0,1344718.0,1429662.0,1513432.0,1596185.0,1676946.0,1758011.0,1838617.0,1918528.0,1997481.0,2076817.0,2155796.0,2234501.0,2312771.0,2390714.0,2468233.0,2548116.0,2625355.0,2702549.0,2780263.0,2857487.0,2935073.0,3012280.0,3089383.0,3166603.0,3243475.0,3320205.0,3396916.0,3473867.0,3556495.0,3633757.0,3710888.0,3788687.0,3866330.0,3944238.0,4059885.0,4141738.0,4219260.0,4296574.0,4373857.0,4453028.0,4530221.0,4607169.0,4684547.0,4761459.0,4838229.0,,,,,,,,,,,,,,
