,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
10,337.0,808.0,petrov,21.0,22.0,Suspension,9597.0,12951.0,15022.0,17161.0,18901.0,21123.0,22875.0,24729.0,26636.0,28740.0,32105.0,36085.0,40851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,337.0,155.0,kobayashi,22.0,9.0,Hydraulics,10402.0,13673.0,16762.0,19083.0,21495.0,24075.0,26686.0,29457.0,32453.0,37016.0,40017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,337.0,807.0,hulkenberg,14.0,11.0,+1 Lap,10879.0,14444.0,37572.0,60365.0,61336.0,63367.0,65277.0,67486.0,69362.0,71005.0,73157.0,75520.0,77775.0,81365.0,86564.0,92164.0,92803.0,76334.0,79486.0,82358.0,85098.0,88300.0,91275.0,95717.0,102447.0,128026.0,128561.0,130104.0,131365.0,133233.0,137476.0,139242.0,139470.0,137319.0,139915.0,142750.0,144975.0,146989.0,149157.0,151323.0,153504.0,158687.0,167903.0,178239.0,183184.0,189427.0,192092.0,199482.0,
13,337.0,37.0,rosa,18.0,9.0,Hydraulics,11541.0,14498.0,17391.0,19961.0,22293.0,25297.0,27696.0,30340.0,33036.0,34979.0,37133.0,39716.0,41898.0,46403.0,65062.0,64356.0,61626.0,42834.0,43330.0,44439.0,45631.0,47169.0,48978.0,52363.0,56327.0,57665.0,58191.0,65032.0,,,,,,,,,,,,,,,,,,,,,
14,337.0,153.0,alguersuari,13.0,1.0,Finished,12113.0,15013.0,18410.0,20831.0,23117.0,25829.0,28763.0,31615.0,34054.0,37630.0,40934.0,43724.0,48221.0,67579.0,67098.0,66829.0,63933.0,45670.0,46160.0,46966.0,48525.0,49933.0,51310.0,53724.0,56914.0,61877.0,80712.0,80356.0,80985.0,80738.0,80928.0,81623.0,80674.0,77769.0,78759.0,80422.0,81181.0,82204.0,83273.0,84331.0,85387.0,87042.0,87424.0,88472.0,90693.0,91398.0,91702.0,92845.0,92656.0
15,337.0,5.0,kovalainen,15.0,12.0,+2 Laps,14020.0,19658.0,25018.0,30282.0,35211.0,39678.0,44390.0,49219.0,54130.0,58596.0,63594.0,68479.0,74624.0,80529.0,85947.0,91989.0,95082.0,81539.0,86474.0,91508.0,97007.0,102518.0,107868.0,113761.0,119023.0,131478.0,138752.0,145188.0,155121.0,166216.0,196790.0,201405.0,207044.0,207200.0,210914.0,214929.0,218615.0,221908.0,225373.0,229051.0,235119.0,238628.0,243500.0,246958.0,251976.0,257584.0,259852.0,,
16,337.0,67.0,buemi,16.0,10.0,Electrical,14699.0,17910.0,19648.0,21818.0,24023.0,26718.0,29716.0,32409.0,34987.0,38308.0,41492.0,44687.0,46928.0,48499.0,49985.0,51412.0,52058.0,35202.0,36973.0,38399.0,40615.0,45172.0,48357.0,51161.0,58039.0,82616.0,81951.0,81859.0,81934.0,82328.0,82384.0,82855.0,81945.0,79079.0,80087.0,81535.0,82530.0,83277.0,84217.0,85610.0,86284.0,87500.0,88077.0,89358.0,91678.0,92577.0,,,
17,337.0,10.0,glock,20.0,6.0,Gearbox,15207.0,20924.0,26005.0,31610.0,36154.0,40785.0,45338.0,50202.0,54876.0,59814.0,64558.0,68998.0,74178.0,82291.0,92309.0,121373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,337.0,810.0,grassi,23.0,9.0,Hydraulics,15748.0,22592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,337.0,15.0,trulli,17.0,9.0,Hydraulics,16300.0,24294.0,32109.0,36861.0,41393.0,46244.0,51308.0,55950.0,60670.0,65388.0,70458.0,75114.0,81143.0,86307.0,92242.0,97276.0,99221.0,85118.0,90742.0,96290.0,101836.0,107424.0,112649.0,121102.0,150514.0,156973.0,159123.0,162189.0,166573.0,171438.0,174829.0,179303.0,181056.0,180434.0,184300.0,188696.0,192459.0,202963.0,215222.0,226558.0,244726.0,262436.0,276715.0,305960.0,328354.0,352332.0,,,
20,337.0,9.0,kubica,11.0,1.0,Finished,16640.0,20402.0,21672.0,23759.0,25338.0,27522.0,30457.0,33349.0,35966.0,39080.0,42639.0,48691.0,67722.0,66711.0,66306.0,65883.0,63174.0,44410.0,44427.0,45347.0,46443.0,47899.0,49396.0,51573.0,52699.0,52578.0,52416.0,52592.0,53275.0,53514.0,54154.0,55348.0,54248.0,51303.0,52403.0,54418.0,55396.0,56467.0,57340.0,58354.0,59431.0,60813.0,61126.0,62604.0,64888.0,65852.0,66935.0,68346.0,69093.0
21,337.0,16.0,sutil,12.0,1.0,Finished,21110.0,24071.0,26357.0,30564.0,31699.0,33260.0,35051.0,36804.0,38912.0,40789.0,43378.0,46575.0,48406.0,49902.0,53533.0,74746.0,72106.0,54586.0,55438.0,56598.0,57798.0,59282.0,60797.0,62226.0,63291.0,64269.0,64989.0,66248.0,67294.0,68420.0,70420.0,71852.0,72112.0,70011.0,72181.0,73937.0,75416.0,77156.0,78766.0,80053.0,81365.0,82191.0,81138.0,81308.0,83275.0,84223.0,84507.0,84666.0,82958.0
22,337.0,811.0,bruno_senna,19.0,25.0,Overheating,24384.0,32971.0,41177.0,49091.0,56916.0,65408.0,72621.0,79937.0,87485.0,94986.0,105870.0,153325.0,163446.0,170165.0,179598.0,188643.0,200309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
