,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
8,955.0,154.0,grosjean,13.0,11.0,+1 Lap,121734.0,233840.0,347190.0,459326.0,575253.0,687305.0,799775.0,914660.0,1027984.0,1147640.0,1276273.0,1387551.0,1497504.0,1607945.0,1717886.0,1827887.0,1938025.0,2048135.0,2163314.0,2272598.0,2383813.0,2493736.0,2604582.0,2715809.0,2826186.0,2941432.0,3072078.0,3182369.0,3291377.0,3400379.0,3509479.0,3618445.0,3727503.0,3838201.0,3946977.0,4055688.0,4164665.0,4273502.0,4382157.0,4491337.0,4602154.0,4712515.0,4820801.0,4929239.0,5037548.0,5146897.0,5255095.0,5363038.0,5471336.0,5579961.0,
3,955.0,4.0,alonso,19.0,6.0,Gearbox,122230.0,234456.0,347784.0,461295.0,580608.0,707630.0,818754.0,930883.0,1041726.0,1154575.0,1265406.0,1376966.0,1487989.0,1598627.0,1709454.0,1821099.0,1932327.0,2043040.0,2153901.0,2265343.0,2376923.0,2490054.0,2600368.0,2716031.0,2842962.0,2952312.0,3061413.0,3170847.0,3280796.0,3390556.0,3500508.0,3609875.0,3719301.0,3828914.0,3938702.0,4048138.0,4158077.0,4269325.0,4381335.0,4491335.0,4604329.0,4738831.0,,,,,,,,,
18,955.0,831.0,nasr,12.0,11.0,+1 Lap,122981.0,236368.0,349439.0,463106.0,577185.0,690213.0,809135.0,937328.0,1048410.0,1158902.0,1269967.0,1380980.0,1491578.0,1602033.0,1712638.0,1823314.0,1934654.0,2047206.0,2158086.0,2268798.0,2379452.0,2491258.0,2603154.0,2720049.0,2846935.0,2956752.0,3066150.0,3176181.0,3285362.0,3394840.0,3505325.0,3614799.0,3723865.0,3832684.0,3941837.0,4050723.0,4159799.0,4269219.0,4378597.0,4486878.0,4595175.0,4703891.0,4812527.0,4922824.0,5032686.0,5143464.0,5251644.0,5359352.0,5467782.0,5577532.0,
9,955.0,807.0,hulkenberg,9.0,1.0,Finished,123435.0,235008.0,348246.0,461857.0,575991.0,687633.0,800003.0,912563.0,1024791.0,1136592.0,1247857.0,1359184.0,1471264.0,1581922.0,1692476.0,1805002.0,1915699.0,2026961.0,2138470.0,2254285.0,2380671.0,2491368.0,2601433.0,2711223.0,2820499.0,2929091.0,3037921.0,3147015.0,3256021.0,3365039.0,3473973.0,3582748.0,3691347.0,3799656.0,3907917.0,4016049.0,4124061.0,4232560.0,4340800.0,4449014.0,4557514.0,4666217.0,4774765.0,4883149.0,4991708.0,5100328.0,5209016.0,5319896.0,5429046.0,5539187.0,5650074.0
6,955.0,18.0,button,11.0,1.0,Finished,123972.0,237333.0,349963.0,463445.0,580567.0,697501.0,823831.0,933962.0,1044617.0,1155453.0,1266405.0,1377800.0,1488486.0,1599521.0,1710346.0,1821844.0,1934219.0,2045192.0,2156120.0,2267078.0,2377976.0,2490720.0,2601687.0,2713400.0,2829158.0,2954728.0,3064587.0,3174152.0,3282464.0,3392492.0,3501877.0,3611050.0,3720285.0,3829378.0,3939356.0,4048650.0,4158104.0,4267245.0,4376242.0,4484830.0,4593321.0,4701781.0,4810688.0,4919711.0,5028389.0,5136507.0,5244359.0,5352507.0,5461052.0,5568674.0,5677183.0
21,955.0,836.0,wehrlein,20.0,23.0,Brakes,125421.0,238885.0,350616.0,464286.0,580810.0,693559.0,805035.0,916211.0,1028220.0,1143210.0,1257742.0,1370576.0,1482524.0,1594916.0,1707882.0,1821099.0,1934232.0,2047283.0,2160562.0,2272177.0,2383901.0,2496066.0,2607114.0,2718126.0,2829491.0,2941260.0,3054834.0,3166854.0,3284794.0,3422725.0,3535500.0,3647150.0,3757721.0,3869294.0,3980395.0,4093398.0,4204324.0,4314987.0,4425965.0,,,,,,,,,,,,
12,955.0,821.0,gutierrez,16.0,11.0,+1 Lap,125883.0,239080.0,350906.0,464386.0,581019.0,695207.0,811627.0,936685.0,1074624.0,1185362.0,1296092.0,1406772.0,1517400.0,1628277.0,1739593.0,1850511.0,1960852.0,2071011.0,2181293.0,2291655.0,2401424.0,2510968.0,2621562.0,2731277.0,2842503.0,2954468.0,3065732.0,3178322.0,3293380.0,3422816.0,3533204.0,3643668.0,3753664.0,3863690.0,3973702.0,4084230.0,4193944.0,4303303.0,4414645.0,4524834.0,4633407.0,4742319.0,4851065.0,4960060.0,5068776.0,5176865.0,5284910.0,5392814.0,5501367.0,5608930.0,
19,955.0,832.0,sainz,21.0,22.0,Suspension,125999.0,239761.0,352710.0,470939.0,599058.0,709297.0,819666.0,930884.0,1041912.0,1153773.0,1264986.0,1376198.0,1486499.0,1596707.0,1707917.0,1818958.0,1929837.0,2040885.0,2151838.0,2265124.0,2376710.0,2489274.0,2599926.0,2710301.0,2820634.0,2931872.0,3048115.0,3174578.0,3283737.0,3393918.0,3502722.0,,,,,,,,,,,,,,,,,,,,
20,955.0,835.0,jolyon_palmer,15.0,11.0,+1 Lap,126825.0,240620.0,353443.0,466309.0,585951.0,699403.0,812278.0,925654.0,1038315.0,1151268.0,1270170.0,1399621.0,1510514.0,1620793.0,1731006.0,1841038.0,1951477.0,2064628.0,2175538.0,2286115.0,2396821.0,2507046.0,2617622.0,2729379.0,2840166.0,2950557.0,3060764.0,3171172.0,3282251.0,3394250.0,3510361.0,3638731.0,3747996.0,3856837.0,3965220.0,4073757.0,4182937.0,4291743.0,4400259.0,4508974.0,4617423.0,4726575.0,4838995.0,4947862.0,5056746.0,5169323.0,5277488.0,5385071.0,5494264.0,5604120.0,
16,955.0,828.0,ericsson,17.0,11.0,+1 Lap,128178.0,240782.0,353893.0,466413.0,581533.0,695138.0,807538.0,920337.0,1032449.0,1145055.0,1258450.0,1370866.0,1483017.0,1596561.0,1709595.0,1828181.0,1955608.0,2066396.0,2176658.0,2287096.0,2399690.0,2510620.0,2621651.0,2732854.0,2849856.0,2976753.0,3087318.0,3197581.0,3307462.0,3422574.0,3532819.0,3643406.0,3753461.0,3865042.0,3976704.0,4086886.0,4196776.0,4307523.0,4418506.0,4528079.0,4637994.0,4748326.0,4858047.0,4967742.0,5077243.0,5186414.0,5295417.0,5404315.0,5513311.0,5622704.0,
14,955.0,825.0,kevin_magnussen,14.0,11.0,+1 Lap,128641.0,241938.0,354304.0,467791.0,582631.0,700827.0,830594.0,942663.0,1054682.0,1166173.0,1278089.0,1389349.0,1500466.0,1611585.0,1722685.0,1833313.0,1943714.0,2054123.0,2165323.0,2276024.0,2386851.0,2497621.0,2608661.0,2719651.0,2830123.0,2941286.0,3052835.0,3163437.0,3275053.0,3385666.0,3496107.0,3606156.0,3716210.0,3825797.0,3935505.0,4044926.0,4154449.0,4264007.0,4373494.0,4483088.0,4592370.0,4701851.0,4812378.0,4922843.0,5036571.0,5147010.0,5258105.0,5368149.0,5478947.0,5591731.0,
22,955.0,837.0,haryanto,18.0,12.0,+2 Laps,133655.0,276619.0,390029.0,502651.0,615577.0,728071.0,841072.0,952683.0,1065318.0,1177693.0,1289585.0,1402754.0,1515266.0,1627317.0,1739625.0,1852721.0,1965044.0,2077742.0,2190041.0,2302992.0,2415712.0,2528290.0,2640178.0,2752080.0,2864470.0,2976068.0,3087433.0,3200154.0,3313595.0,3426661.0,3538607.0,3651574.0,3764205.0,3879021.0,3991587.0,4103350.0,4216349.0,4328919.0,4441415.0,4555931.0,4671248.0,4786089.0,4899507.0,5012038.0,5125214.0,5238347.0,5351963.0,5468706.0,5585362.0,,
