,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
16,201,65,herbert,15,17,6,Gearbox,119013,229262,338707.0,447518.0,555801.0,664476.0,773099.0,881557.0,990070.0,1098358.0,1206485.0,1314413.0,1422701.0,1530435.0,1637780.0,1745612.0,1853326.0,1960929.0,2068494.0,2176292.0,2283879.0,2395382.0,2522764.0,2633028.0,2741245.0,2849419.0,2957656.0,3065769.0,3173344.0,3280907.0,3388728.0,3496363.0,3603978.0,3711580.0,3819235.0,3929619.0,4037880.0,,,,,,,,
3,201,22,barrichello,24,19,6,Gearbox,119422,228453,337117.0,445735.0,554181.0,662608.0,771146.0,879353.0,987642.0,1095780.0,1203882.0,1311560.0,1419278.0,1527092.0,1638920.0,1765165.0,1872709.0,1980472.0,2088508.0,2196782.0,2304941.0,2412893.0,2521812.0,2631875.0,2739636.0,2847772.0,2960168.0,,,,,,,,,,,,,,,,,,
1,201,15,trulli,20,12,11,+1 Lap,120143,229909,339420.0,448559.0,557080.0,665867.0,774567.0,883744.0,992951.0,1101878.0,1212236.0,1321458.0,1430489.0,1539327.0,1647888.0,1756581.0,1865391.0,1973949.0,2083097.0,2191966.0,2301289.0,2410848.0,2521535.0,2638720.0,2767089.0,2875991.0,2984437.0,3092931.0,3201503.0,3310109.0,3418679.0,3527339.0,3636180.0,3745019.0,3854201.0,3962813.0,4071474.0,4191674.0,4301832.0,4411638.0,4521082.0,4630983.0,4742551.0,4853715.0,
8,201,44,panis,20,15,11,+1 Lap,120478,230437,339870.0,449297.0,558113.0,666738.0,780622.0,911002.0,1020268.0,1129210.0,1238482.0,1347510.0,1456664.0,1566639.0,1675812.0,1784772.0,1893540.0,2002362.0,2112232.0,2221704.0,2330699.0,2444103.0,2575386.0,2684164.0,2792907.0,2902202.0,3011991.0,3122243.0,3233966.0,3343600.0,3453704.0,3563615.0,3681624.0,3791731.0,3901430.0,4019379.0,4154139.0,4262705.0,4370574.0,4478676.0,4586451.0,4694678.0,4803408.0,4912283.0,
10,201,50,verstappen,24,20,6,Gearbox,121040,231506,341134.0,450638.0,559785.0,670627.0,779952.0,889331.0,998895.0,1108321.0,1217598.0,1327352.0,1436793.0,1546224.0,1655655.0,1764872.0,1875012.0,1984622.0,2094449.0,2204583.0,2314844.0,2424752.0,2538176.0,2666464.0,,,,,,,,,,,,,,,,,,,,,
14,201,63,salo,21,14,11,+1 Lap,121341,231894,341664.0,451988.0,561076.0,671309.0,780799.0,890361.0,999543.0,1108931.0,1218428.0,1327822.0,1437556.0,1546927.0,1656230.0,1765862.0,1875487.0,1984945.0,2094939.0,2204945.0,2315072.0,2425016.0,2534738.0,2647622.0,2778320.0,2890266.0,2999851.0,3109540.0,3218608.0,3328030.0,3436952.0,3545873.0,3654814.0,3763713.0,3872740.0,3981989.0,4092357.0,4204433.0,4314819.0,4424630.0,4535181.0,4645406.0,4755506.0,4873441.0,
5,201,25,wurz,22,11,1,Finished,121716,232283,342151.0,451090.0,560159.0,669360.0,777204.0,885023.0,993258.0,1102171.0,1210715.0,1318170.0,1425374.0,1532617.0,1639856.0,1746736.0,1854135.0,1961911.0,2069271.0,2176997.0,2284628.0,2392846.0,2504209.0,2634652.0,2742336.0,2850391.0,2958583.0,3066833.0,3174508.0,3283794.0,3390954.0,3498624.0,3606373.0,3714422.0,3822192.0,3930179.0,4038454.0,4151558.0,4260977.0,4368700.0,4476084.0,4583007.0,4691016.0,4798224.0,4905979.0
17,201,68,takagi,25,13,11,+1 Lap,122263,233180,342962.0,452894.0,562356.0,672041.0,781784.0,891343.0,1000823.0,1110261.0,1219467.0,1328761.0,1438223.0,1547688.0,1657038.0,1766761.0,1876394.0,1985689.0,2095831.0,2210171.0,2340667.0,2449275.0,2558556.0,2668226.0,2777726.0,2889861.0,2999505.0,3108941.0,3217910.0,3327013.0,3436014.0,3544704.0,3653580.0,3762377.0,3871422.0,3980457.0,4089445.0,4202831.0,4314077.0,4424083.0,4534539.0,4644980.0,4756940.0,4867370.0,
15,201,64,diniz,21,21,37,Throttle,123076,234335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,201,75,nakano,18,18,6,Gearbox,123771,235164,345942.0,456653.0,566510.0,676317.0,786615.0,896989.0,1007134.0,1117093.0,1227499.0,1337485.0,1447270.0,1557178.0,1666699.0,1776310.0,1885734.0,1995515.0,2105669.0,2215515.0,2325291.0,2435231.0,2545234.0,2660146.0,2790796.0,2901141.0,3011357.0,3121689.0,3231810.0,3342729.0,3452482.0,3563009.0,3672607.0,3782160.0,3893278.0,4003450.0,,,,,,,,,
