,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
10,74.0,21.0,fisichella,18.0,3.0,Accident,94785.0,181781.0,267940.0,353605.0,439330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,74.0,23.0,ralf_schumacher,9.0,1.0,Finished,95202.0,182328.0,268884.0,354717.0,440527.0,525995.0,611326.0,696754.0,781916.0,866904.0,951845.0,1036925.0,1121872.0,1206459.0,1291062.0,1375567.0,1460006.0,1544590.0,1628820.0,1713294.0,1798112.0,1905021.0,1990826.0,2076975.0,2163882.0,2249759.0,2335376.0,2420903.0,2506470.0,2592391.0,2678449.0,2764035.0,2849445.0,2934247.0,3018825.0,3103893.0,3188849.0,3273970.0,3358810.0,3443509.0,3527994.0,3612986.0,3697457.0,3781906.0,3886239.0,3971057.0,4055909.0,4141285.0,4226379.0,4311773.0,4397135.0,4482212.0,4567170.0,4652599.0,4737829.0,4823010.0,4908417.0,4993438.0,5078251.0,5162855.0,5247550.0,5357762.0
16,74.0,30.0,michael_schumacher,2.0,1.0,Finished,95793.0,182971.0,269651.0,355393.0,441142.0,526635.0,612336.0,697372.0,782955.0,867613.0,952568.0,1037776.0,1122772.0,1207271.0,1291900.0,1376355.0,1460857.0,1545874.0,1629560.0,1714014.0,1798161.0,1881161.0,1965068.0,2047355.0,2130016.0,2212086.0,2296534.0,2401887.0,2484609.0,2567218.0,2649955.0,2732396.0,2814731.0,2897164.0,2979295.0,3061390.0,3144020.0,3226983.0,3310158.0,3392274.0,3474650.0,3557804.0,3641954.0,3726013.0,3809759.0,3893357.0,3977304.0,4059162.0,4142351.0,4243703.0,4327525.0,4412436.0,4497264.0,4582939.0,4667740.0,4752193.0,4836820.0,4921880.0,5006773.0,5092340.0,5177418.0,5262136.0
13,74.0,24.0,liuzzi,8.0,1.0,Finished,96268.0,183987.0,271323.0,358129.0,445134.0,531347.0,618181.0,704609.0,790884.0,877377.0,963051.0,1048879.0,1134504.0,1219964.0,1305216.0,1390598.0,1475895.0,1560849.0,1645801.0,1730859.0,1815732.0,1900494.0,1987608.0,2073907.0,2161898.0,2247221.0,2334560.0,2441648.0,2526760.0,2612085.0,2697297.0,2782317.0,2867305.0,2952083.0,3036969.0,3121874.0,3206764.0,3291765.0,3376291.0,3460415.0,3544668.0,3628682.0,3712529.0,3796629.0,3880811.0,3964299.0,4049514.0,4154392.0,4239519.0,4324646.0,4409713.0,4494322.0,4579207.0,4663954.0,4749075.0,4834030.0,4919793.0,5005210.0,5090095.0,5175221.0,5260287.0,5345685.0
6,74.0,14.0,coulthard,11.0,11.0,+1 Lap,96671.0,184573.0,272280.0,359148.0,446215.0,532947.0,619718.0,706448.0,792711.0,878663.0,964484.0,1050203.0,1136270.0,1221700.0,1306985.0,1392463.0,1477473.0,1562817.0,1647742.0,1732478.0,1817148.0,1901789.0,1988104.0,2075688.0,2162954.0,2270575.0,2356275.0,2442587.0,2528339.0,2613945.0,2699521.0,2784954.0,2870307.0,2955363.0,3040858.0,3128614.0,3214509.0,3299742.0,3384832.0,3469703.0,3554535.0,3639568.0,3724366.0,3811352.0,3896425.0,3981344.0,4086939.0,4172685.0,4261088.0,4346337.0,4431839.0,4517235.0,4603281.0,4688435.0,4776208.0,4861616.0,4946838.0,5032183.0,5117441.0,5202457.0,5287742.0,
19,74.0,39.0,karthikeyan,12.0,11.0,+1 Lap,97629.0,186221.0,273929.0,361856.0,448828.0,535275.0,622397.0,708687.0,795179.0,880873.0,966649.0,1053005.0,1138060.0,1223322.0,1308531.0,1394742.0,1479567.0,1565817.0,1650487.0,1734581.0,1819372.0,1929627.0,2015740.0,2101988.0,2187956.0,2275358.0,2361231.0,2446947.0,2532497.0,2617449.0,2702320.0,2787544.0,2872361.0,2957809.0,3044113.0,3129926.0,3215104.0,3300466.0,3385646.0,3470582.0,3555539.0,3641315.0,3756269.0,3843883.0,3929905.0,4016009.0,4102291.0,4188277.0,4275782.0,4362446.0,4447948.0,4533394.0,4618820.0,4704028.0,4791299.0,4877320.0,4962991.0,5048220.0,5133215.0,5218846.0,5304807.0,
17,74.0,33.0,monteiro,13.0,12.0,+2 Laps,98765.0,189182.0,277727.0,365320.0,452727.0,539841.0,626189.0,712635.0,799364.0,885258.0,971529.0,1057822.0,1143536.0,1228621.0,1314067.0,1399567.0,1485246.0,1570476.0,1655195.0,1741011.0,1850766.0,1938247.0,2024584.0,2110449.0,2196295.0,2282111.0,2367766.0,2453432.0,2540691.0,2626436.0,2712308.0,2797743.0,2883515.0,2969519.0,3056326.0,3141557.0,3226349.0,3313114.0,3398514.0,3484986.0,3595482.0,3682892.0,3769060.0,3855181.0,3941285.0,4027402.0,4115197.0,4201539.0,4291522.0,4423656.0,4511556.0,4611218.0,4734012.0,4821274.0,4911358.0,4998113.0,5084151.0,5169973.0,5254891.0,5342239.0,,
5,74.0,13.0,massa,10.0,11.0,+1 Lap,98923.0,186828.0,274433.0,360788.0,446654.0,533345.0,620131.0,706827.0,793205.0,879185.0,964939.0,1050745.0,1136694.0,1222266.0,1307465.0,1394467.0,1506064.0,1591372.0,1676282.0,1762490.0,1848054.0,1933056.0,2019553.0,2104174.0,2188891.0,2274102.0,2358387.0,2443255.0,2528881.0,2614443.0,2700136.0,2785438.0,2870869.0,2955839.0,3041245.0,3126673.0,3210275.0,3294483.0,3378426.0,3462037.0,3546135.0,3657236.0,3741983.0,3826623.0,3910982.0,3995335.0,4079652.0,4163957.0,4248511.0,4333208.0,4417767.0,4502360.0,4587471.0,4671780.0,4755828.0,4839963.0,4923991.0,5008884.0,5093542.0,5178540.0,5263565.0,
20,74.0,40.0,friesacher,17.0,8.0,Clutch,99776.0,190601.0,280058.0,368892.0,457226.0,545903.0,634308.0,723336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,74.0,27.0,albers,14.0,9.0,Hydraulics,100486.0,191255.0,281800.0,370556.0,459482.0,547978.0,637021.0,725981.0,815083.0,906171.0,994234.0,1081958.0,1170397.0,1259134.0,1348826.0,1437316.0,1525469.0,1612889.0,1700411.0,1788688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
