,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
10,grosjean,11,11,11,11,11,10,10,10,10,9,8,13,10,10,10,10,9,9,8,8,8,7,6,6,4,4,4,3,2,2,2,3,12,11,10,9,9,8,6,6,5,5,5,5,8,8,8,8,6,6,6,6,6,6,6,6
11,bruno_senna,12,12,12,12,12,12,11,11,11,10,7,6,13,12,12,12,12,12,11,11,11,10,9,9,7,8,8,9,12,14,14,14,13,12,11,10,10,10,7,7,7,7,8,8,7,7,7,7,7,7,7,7,7,7,7,7
12,resta,13,13,13,13,13,13,12,12,12,11,9,16,14,14,13,13,13,13,12,13,13,12,11,11,11,10,11,11,9,9,10,12,14,14,14,14,14,14,13,13,13,12,12,12,12,12,13,13,13,13,12,12,12,12,12,12
13,vettel,14,14,14,14,14,14,13,13,14,17,17,14,11,11,11,11,11,11,9,9,9,8,7,7,5,5,5,4,3,4,7,13,11,10,9,8,8,7,5,4,3,3,3,3,3,3,3,2,2,2,3,3,3,4,5,5
14,maldonado,15,15,15,15,15,15,14,14,13,12,10,17,15,15,14,14,14,14,13,12,12,11,10,10,10,9,9,7,6,8,8,8,10,13,13,12,12,12,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
15,kovalainen,16,16,16,16,16,16,15,15,15,13,11,15,19,18,18,18,19,17,16,16,16,16,17,17,17,17,17,18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0
16,hulkenberg,17,17,17,17,17,17,16,16,18,23,23,21,20,19,19,19,18,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,glock,18,19,20,20,20,20,20,20,20,19,18,18,16,16,16,16,16,19,20,19,19,19,19,19,19,19,19,19,18,17,17,18,18,18,18,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
18,ricciardo,19,18,18,18,18,18,17,17,16,14,15,12,12,13,15,15,15,20,18,17,17,17,16,16,16,16,16,16,16,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
19,petrov,20,20,19,19,19,19,18,18,19,18,22,22,21,21,20,20,20,18,17,18,18,18,18,18,18,18,18,17,17,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
20,pic,21,21,21,21,21,21,21,21,21,20,19,19,17,17,17,17,17,16,19,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0
21,rosa,22,22,22,22,22,22,22,22,22,21,20,20,18,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0
22,karthikeyan,23,23,23,23,23,23,23,23,23,22,21,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0
