,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
7,122.0,18.0,button,16.0,5.0,Engine,84630.0,159338.0,234042.0,309933.0,388110.0,466433.0,543398.0,618180.0,691255.0,764293.0,837496.0,910697.0,984021.0,1057486.0,1130950.0,1204402.0,1278090.0,1351639.0,1425707.0,1499701.0,1622654.0,1709340.0,1790123.0,1868517.0,1948002.0,2026386.0,2104716.0,2183682.0,2262529.0,2341385.0,2420445.0,2499943.0,2579342.0,2659823.0,2739897.0,2819653.0,2899386.0,2980155.0,3057897.0,3134864.0,3212165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,122.0,2.0,heidfeld,5.0,1.0,Finished,85429.0,160232.0,235172.0,311173.0,388641.0,466747.0,542205.0,616248.0,689642.0,763022.0,836296.0,909467.0,982552.0,1056119.0,1129419.0,1202687.0,1300232.0,1380093.0,1455303.0,1531936.0,1656835.0,1741574.0,1821027.0,1899845.0,1978296.0,2056458.0,2134986.0,2213070.0,2292844.0,2373121.0,2454580.0,2534687.0,2614007.0,2693851.0,2774465.0,2852931.0,2935200.0,3013309.0,3091237.0,3168419.0,3246286.0,3324141.0,3400293.0,3476395.0,3551760.0,3628865.0,3704931.0,3780169.0,3855840.0,3932237.0,4032992.0,4115562.0,4190182.0,4264690.0,4339049.0,4413160.0,4487456.0,4561571.0,4635826.0,4710244.0,4784858.0,4859123.0,4934902.0,5009174.0,5082725.0,5156152.0,5230520.0,5304601.0,5378380.0,5452091.0,5525402.0,5598843.0,5672400.0
16,122.0,49.0,frentzen,3.0,1.0,Finished,85739.0,160605.0,235808.0,311840.0,390080.0,470453.0,545741.0,619767.0,693493.0,767047.0,840760.0,914226.0,988219.0,1062263.0,1136437.0,1210569.0,1284870.0,1360039.0,1463532.0,1545752.0,1627204.0,1708916.0,1791089.0,1870551.0,1951007.0,2030947.0,2110050.0,2189556.0,2268265.0,2346767.0,2425851.0,2505360.0,2586809.0,2666735.0,2746683.0,2826168.0,2904776.0,2984721.0,3063638.0,3141724.0,3219745.0,3297980.0,3374984.0,3451740.0,3528221.0,3603964.0,3679761.0,3755784.0,3858581.0,3941323.0,4016167.0,4091276.0,4166487.0,4242235.0,4318134.0,4392969.0,4467814.0,4542571.0,4616986.0,4691965.0,4766378.0,4840642.0,4914608.0,4988973.0,5062886.0,5136597.0,5210593.0,5284615.0,5358886.0,5432537.0,5505875.0,5579295.0,5653961.0
6,122.0,17.0,webber,18.0,3.0,Accident,86208.0,161200.0,236066.0,312558.0,390122.0,467246.0,543380.0,617115.0,690431.0,763558.0,836894.0,909993.0,983365.0,1056981.0,1130303.0,1203863.0,1277565.0,1351005.0,1425016.0,1498601.0,1581267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,122.0,51.0,wilson,8.0,12.0,+2 Laps,86425.0,161739.0,236613.0,313037.0,390538.0,468559.0,543959.0,618825.0,692460.0,765896.0,839328.0,912652.0,986204.0,1060244.0,1134538.0,1208593.0,1282792.0,1357075.0,1431531.0,1505810.0,1619469.0,1711978.0,1794714.0,1877381.0,1960293.0,2042331.0,2124794.0,2207298.0,2292442.0,2377654.0,2462974.0,2582005.0,2694875.0,2809486.0,2903114.0,2995062.0,3082954.0,3166795.0,3247468.0,3326401.0,3402903.0,3479197.0,3554231.0,3629678.0,3706333.0,3782675.0,3857845.0,3934343.0,4009777.0,4084615.0,4160606.0,4235557.0,4310438.0,4384973.0,4459298.0,4533681.0,4608617.0,4683308.0,4759639.0,4835058.0,4909310.0,4983568.0,5057544.0,5131217.0,5206811.0,5281480.0,5355868.0,5429332.0,5502847.0,5576578.0,5650294.0,,
13,122.0,35.0,villeneuve,12.0,5.0,Engine,88131.0,163049.0,239207.0,316403.0,397446.0,505065.0,589643.0,670788.0,780330.0,864097.0,938989.0,1013819.0,1088314.0,1163209.0,1238260.0,1313419.0,1391534.0,1469969.0,1558161.0,1713411.0,1803532.0,1886857.0,1968612.0,2049283.0,2129205.0,2208881.0,2290174.0,2371662.0,2451566.0,2530624.0,2610803.0,2690744.0,2772757.0,2851404.0,2930042.0,3008889.0,3087184.0,3165919.0,3243307.0,3321799.0,3398508.0,3474986.0,3550970.0,3628685.0,3705696.0,3809018.0,3898429.0,3974425.0,4049466.0,4125215.0,4200407.0,4275086.0,4350898.0,4425196.0,4499207.0,4575375.0,4650019.0,4724064.0,4798292.0,4872127.0,4945677.0,5019215.0,5093243.0,,,,,,,,,,
8,122.0,21.0,fisichella,7.0,11.0,+1 Lap,88844.0,164376.0,239889.0,317370.0,398221.0,478655.0,557128.0,632445.0,706682.0,780746.0,854629.0,928430.0,1002060.0,1075807.0,1149771.0,1223841.0,1298204.0,1373558.0,1448831.0,1526147.0,1664095.0,1754065.0,1835882.0,1917171.0,1998807.0,2079501.0,2159002.0,2237851.0,2316751.0,2395748.0,2474670.0,2553702.0,2633165.0,2712258.0,2792193.0,2870968.0,2949183.0,3030346.0,3110604.0,3189494.0,3268013.0,3346443.0,3423314.0,3537214.0,3629242.0,3707665.0,3784098.0,3860110.0,3936439.0,4012927.0,4089239.0,4165369.0,4242156.0,4319504.0,4395489.0,4471749.0,4547943.0,4624017.0,4699878.0,4776072.0,4851849.0,4927576.0,5003035.0,5078470.0,5154133.0,5230464.0,5307184.0,5383328.0,5459140.0,5534697.0,5609898.0,5685433.0,
20,122.0,53.0,kiesa,11.0,14.0,+4 Laps,90389.0,165730.0,241696.0,318497.0,399077.0,508699.0,592198.0,672934.0,758923.0,872201.0,953537.0,1029178.0,1105443.0,1183200.0,1260330.0,1339157.0,1417513.0,1495778.0,1588955.0,1735606.0,1830592.0,1914749.0,2001525.0,2085609.0,2167017.0,2247605.0,2328052.0,2408287.0,2488711.0,2569064.0,2649221.0,2729632.0,2810153.0,2891383.0,2971263.0,3051116.0,3130384.0,3211064.0,3289640.0,3367713.0,3445112.0,3522064.0,3598622.0,3675846.0,3753092.0,3831757.0,3944478.0,4057659.0,4144137.0,4219983.0,4295415.0,4372317.0,4447932.0,4523669.0,4599382.0,4675217.0,4751069.0,4827045.0,4902784.0,4978392.0,5055080.0,5130528.0,5206206.0,5283291.0,5360141.0,5435526.0,5510263.0,5585126.0,5663402.0,,,,
17,122.0,50.0,verstappen,10.0,14.0,+4 Laps,91537.0,216200.0,315886.0,402820.0,485676.0,566154.0,644333.0,721152.0,796882.0,872265.0,947565.0,1023011.0,1098518.0,1174174.0,1250282.0,1327869.0,1407013.0,1486822.0,1615840.0,1708680.0,1793553.0,1876837.0,1960020.0,2045282.0,2126595.0,2208141.0,2289740.0,2371606.0,2453601.0,2535866.0,2617570.0,2699694.0,2782852.0,2865522.0,2947444.0,3028945.0,3110348.0,3191259.0,3270888.0,3349578.0,3428480.0,3506251.0,3622371.0,3711950.0,3788813.0,3864699.0,3942223.0,4018660.0,4095900.0,4173142.0,4249378.0,4325351.0,4401526.0,4477866.0,4553928.0,4630013.0,4706325.0,4782271.0,4858147.0,4933741.0,5012510.0,5088285.0,5163619.0,5239115.0,5314376.0,5389738.0,5465000.0,5540257.0,5616947.0,,,,
19,122.0,52.0,firman,13.0,20.0,Spun off,125958.0,207037.0,284840.0,367510.0,475165.0,559172.0,638696.0,719200.0,823716.0,907034.0,981721.0,1058808.0,1134984.0,1210216.0,1287374.0,1363193.0,1439285.0,1515587.0,1630388.0,1798055.0,1889633.0,1970830.0,2050279.0,2130395.0,2209963.0,2290850.0,2372658.0,2453733.0,2535914.0,2617980.0,2699777.0,2782850.0,2863872.0,2943616.0,3022222.0,3101264.0,3179167.0,3256396.0,3333866.0,3410814.0,3487775.0,3591244.0,3679059.0,3754077.0,3831789.0,3908813.0,3984021.0,4060118.0,,,,,,,,,,,,,,,,,,,,,,,,,
