,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
10,1057.0,839.0,ocon,20.0,101.0,Turbo,120049.0,230899.0,361705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1057.0,846.0,norris,5.0,1.0,Finished,120202.0,231498.0,341409.0,448899.0,557900.0,666672.0,778703.0,902748.0,1010222.0,1117200.0,1225912.0,1333468.0,1440946.0,1548202.0,1655515.0,1762360.0,1869118.0,1975885.0,2082309.0,2189310.0,2296571.0,2403450.0,2509898.0,2616464.0,2723023.0,2829636.0,2936172.0,3042630.0,3149300.0,3257466.0,3408810.0,3566561.0,3741207.0,3907821.0,4084810.0,4198235.0,4306333.0,4413110.0,4519185.0,4625285.0,4730611.0,4836214.0,4942044.0,5048646.0,5154563.0,5260648.0,5395507.0,5580160.0,7766610.0,7914501.0,8021164.0
6,1057.0,817.0,ricciardo,9.0,1.0,Finished,120631.0,231603.0,341849.0,450484.0,558885.0,667140.0,776078.0,884289.0,992696.0,1101411.0,1213993.0,1339136.0,1447116.0,1554696.0,1661677.0,1769001.0,1876823.0,1984023.0,2090802.0,2197825.0,2304859.0,2411600.0,2518359.0,2625090.0,2732111.0,2838707.0,2945274.0,3052094.0,3158643.0,3266400.0,3414490.0,3572065.0,3745558.0,3911519.0,4085147.0,4199191.0,4308273.0,4415563.0,4521858.0,4627959.0,4733968.0,4839891.0,4945604.0,5051383.0,5157436.0,5263977.0,5403432.0,5583451.0,7769205.0,7918666.0,8025284.0
3,1057.0,8.0,raikkonen,10.0,1.0,Finished,121534.0,233189.0,345162.0,455417.0,564282.0,673306.0,782091.0,890658.0,999157.0,1108442.0,1217793.0,1327056.0,1441206.0,1566285.0,1674520.0,1782928.0,1890609.0,1998406.0,2105880.0,2213082.0,2320740.0,2428198.0,2535655.0,2643190.0,2750146.0,2857252.0,2964948.0,3072009.0,3178653.0,3300473.0,3448674.0,3588360.0,3753360.0,3914068.0,4085655.0,4200818.0,4310065.0,4417727.0,4523891.0,4630163.0,4736453.0,4842084.0,4947685.0,5053609.0,5160925.0,5267884.0,5407147.0,5589820.0,7777015.0,7919560.0,8025986.0
12,1057.0,841.0,giovinazzi,11.0,1.0,Finished,122391.0,238388.0,364662.0,473498.0,582090.0,690874.0,799577.0,908217.0,1016455.0,1124762.0,1233961.0,1342204.0,1450372.0,1558204.0,1666123.0,1774112.0,1881917.0,1990010.0,2097808.0,2205582.0,2313089.0,2420844.0,2531083.0,2639341.0,2746823.0,2854182.0,2961544.0,3069042.0,3176359.0,3296509.0,3443602.0,3585664.0,3750797.0,3915952.0,4086218.0,4202305.0,4311812.0,4418954.0,4525174.0,4631534.0,4737556.0,4843665.0,4949576.0,5055151.0,5161834.0,5269010.0,5409214.0,5591944.0,7779450.0,7920013.0,8026664.0
11,1057.0,840.0,stroll,19.0,3.0,Accident,124253.0,235648.0,345180.0,454091.0,562953.0,671462.0,779695.0,888010.0,996017.0,1104199.0,1212285.0,1320717.0,1428812.0,1536074.0,1642956.0,1749754.0,1856707.0,1963459.0,2070196.0,2176837.0,2283650.0,2390261.0,2496843.0,2603264.0,2709560.0,2816113.0,2922521.0,3028728.0,3135262.0,,,,,,,,,,,,,,,,,,,,,,
17,1057.0,849.0,latifi,16.0,1.0,Finished,124905.0,237113.0,347798.0,457745.0,567217.0,676686.0,786008.0,895262.0,1009619.0,1138325.0,1246872.0,1355481.0,1463894.0,1572028.0,1680564.0,1788627.0,1896495.0,2004435.0,2112189.0,2220209.0,2327813.0,2435503.0,2542983.0,2650937.0,2758733.0,2866369.0,2973929.0,3081578.0,3189201.0,3317691.0,3461950.0,3594795.0,3757940.0,3915267.0,4085936.0,4203237.0,4312807.0,4421474.0,4530086.0,4637766.0,4745312.0,4851920.0,4959018.0,5066095.0,5172840.0,5284213.0,5420762.0,5593832.0,7804546.0,7921458.0,8028789.0
20,1057.0,854.0,mick_schumacher,13.0,1.0,Finished,125671.0,238064.0,348554.0,459142.0,569245.0,678952.0,788776.0,902362.0,1030977.0,1138892.0,1248508.0,1356923.0,1465565.0,1574206.0,1682589.0,1791058.0,1899261.0,2007856.0,2115891.0,2223862.0,2331704.0,2440067.0,2547911.0,2656068.0,2763902.0,2871845.0,2980364.0,3088853.0,3197183.0,3326745.0,3476491.0,3605698.0,3759919.0,3918864.0,4096721.0,4205173.0,4314454.0,4423163.0,4530947.0,4639219.0,4746843.0,4854733.0,4963656.0,5077575.0,5204004.0,5316853.0,5468210.0,5629307.0,7804941.0,7922882.0,8030651.0
19,1057.0,853.0,mazepin,14.0,1.0,Finished,126029.0,239173.0,350393.0,460348.0,570219.0,680498.0,791162.0,902153.0,1019197.0,1149745.0,1261216.0,1370823.0,1479833.0,1589268.0,1698992.0,1808142.0,1917296.0,2026329.0,2135011.0,2243488.0,2352531.0,2460999.0,2569722.0,2692867.0,2804373.0,2915381.0,3024393.0,3133032.0,3241390.0,3379692.0,3554045.0,3729395.0,3898123.0,4023252.0,4155090.0,4265483.0,4373798.0,4481908.0,4589727.0,4697474.0,4805413.0,4914259.0,5024514.0,5139041.0,5277607.0,5420345.0,5604098.0,7561541.0,7805634.0,7922602.0,8030725.0
16,1057.0,847.0,russell,17.0,6.0,Gearbox,128197.0,255527.0,366314.0,476208.0,585306.0,694645.0,804091.0,913010.0,1021831.0,1130851.0,1239921.0,1348788.0,1457587.0,1567671.0,1676834.0,1785518.0,1894266.0,2002644.0,2110664.0,2218524.0,2326048.0,2433640.0,2541182.0,2648391.0,2755486.0,2862567.0,2970064.0,3077530.0,3184578.0,3308182.0,3456608.0,3592251.0,3755829.0,3917377.0,4086707.0,4204199.0,4313723.0,4421462.0,4528802.0,4635583.0,4741745.0,4847799.0,4953758.0,5060475.0,5166596.0,5274581.0,5410514.0,5602206.0,,,
